[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc
151628,0,0,3,152259,0,0,0,150337,1,1,1,149056,3,2,0,149014,0,3,1,149575,0,2,0,152455,0,7,1,149244,1,3,1,157263,3,0,6,156731,8,0,5,155583,7,2,9,158080,12,1,8,156165,3,2,9,157537,1,2,10,156645,5,6,5,156235,7,8,12,167660,8,0,11,165771,13,0,11,166576,10,0,13,164289,4,5,4,165034,8,3,8,164236,12,2,10,163812,7,2,14,162658,3,5,15,174306,15,0,8,171313,15,0,9,171580,9,0,12,170541,14,0,6,172368,7,0,7,170801,12,2,6,167899,8,0,5,166265,14,4,9,180998,12,0,2,178791,14,0,4,176167,17,0,5,175909,16,0,5,174556,10,0,7,173502,9,0,7,175534,6,0,2,174742,16,0,9,183022,18,0,2,181317,25,0,4,178921,17,0,6,179220,21,0,5,180063,23,0,3,178397,22,0,4,181499,13,0,5,179841,14,0,6,186264,22,0,2,185735,22,0,5,185997,21,0,3,185430,18,0,5,183338,26,0,4,186402,24,0,3,185601,21,0,6,185338,12,0,3
