[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc
166997,11,1,28,168694,5,4,18,169879,12,1,14,166942,13,3,14,168679,11,1,18,169896,14,0,12,168691,9,5,16,167462,9,2,12,168955,7,2,13,168675,5,2,16,169168,4,4,14,169958,7,0,16,168696,3,2,12,169303,11,3,11,169201,15,2,6,167358,15,2,11,166446,22,1,9,169051,23,1,10,165688,16,0,11,170255,10,1,8,168915,12,4,6,168475,5,1,11,170125,7,2,8,169509,5,1,5,168397,9,3,10,168902,16,1,6,167695,19,0,5,168574,10,1,3,165531,7,1,5,166185,8,0,9,165598,9,1,7,166813,6,0,6,166099,5,0,11,166463,9,0,12,167479,9,0,12,164958,4,0,2,164925,8,0,7,166748,5,0,6,165503,5,1,11,167738,0,0,8,164691,2,0,13
