[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc,[step],j-sidewalk,j-noInView,j-calc
147757,0,0,0,152358,2,5,0,151611,2,6,2,153926,3,8,3,154764,8,5,9,156768,7,6,7,160426,6,4,9,157227,5,4,12,161353,6,4,14,159626,15,5,8,161166,6,2,13,162786,9,5,12,165492,3,2,4,167009,6,2,11,167486,4,0,9,170792,7,0,6,170697,5,0,10,169894,11,0,11,171535,12,0,7,173491,9,1,11,172824,10,0,9,173433,11,0,6,177615,10,0,4,177764,13,0,7,178942,12,0,6,181281,16,0,6,178641,21,0,7,180314,24,0,7,181684,18,0,5,184812,18,0,3,184169,16,0,4
